V1,V2
-17.64913533332214,25.893639421054058
-17.24617984278768,19.2820874082771
8.902871329708614,-35.599596612158216
-23.43004576561382,13.491144941147137
-9.325900652051308,34.134483814222314
-18.632403313458372,24.352065654241063
-3.2479088215487346,-30.95095952125954
-2.0014734638291607,-31.30837558169224
-27.700703442409065,3.7197535340758794
-29.527212743000025,21.44799032607302
-13.064045492922686,31.333799503332806
-20.265897553652394,6.065796823792607
-22.87458591606906,27.519479073572203
9.386011162608586,-30.6445855295102
-1.5445626968823378,-18.46299025080346
-23.367810899707255,28.034382352278328
5.85549865149288,-38.52231482890949
29.016591524587255,-16.004233138728846
1.9190223105438655,19.614969800216976
-20.544250635498788,6.480738281347286
-1.2433805498425563,-30.345095672244607
14.108034882763253,-26.59216593312764
1.3846362367726874,-31.09142679322683
-26.97113819035832,18.073532273531743
-24.66666880017925,7.144140054533899
-19.1104104162262,17.87323147949087
3.255281960905848,-33.54426209178904
5.83224155465917,-38.40844328983728
-23.89008683544422,13.650175774431435
-23.89780383460664,27.04598773395534
-24.77822150347571,6.849035952604855
6.045685763287664,-38.04570688735752
-14.461352535860707,26.637955836552
-23.939429795394666,27.389657933288937
-20.263118404706542,13.70452550569605
-9.552177076691825,33.028322846663706
-12.190890584264954,29.1906883404932
7.133119722563993,-38.6307341881658
-30.325390036157778,20.308087554917144
15.154619244548876,-24.36637388711654
-17.532937884364824,23.966662086672365
-11.051348611718266,7.910901803616606
9.380445089486036,-34.70759592188106
26.70745240280026,21.7364553879363
2.4384775187053678,-33.805111776882015
-29.080047887005883,-11.209789748522901
30.685303616267927,-14.682622632532167
-17.356700997602655,26.17442423336142
7.044369406065509,-32.03897811657819
8.94876783725582,-33.40099910459726
7.208477601736001,-35.174806711245694
-2.8232238991341174,-38.12706481993324
-13.437201570861262,6.971657466379122
1.8983266035186874,-24.48180304909634
1.0061613349115148,-33.186300232455416
0.13304584180191376,-42.282521594709785
1.4109541984272849,-37.11580692558802
5.982622997057881,8.938075830582681
-3.219803013563148,-18.517896333028176
14.669601520833677,-34.55907946524773
8.604534826165347,-32.74185599140931
13.20728397896948,-27.133860584516157
5.09233378481798,-37.282195130360506
-5.3869840516773015,-26.59496056188532
-24.42016512785193,18.605733817599646
27.93394105967075,-7.624110325158954
-14.069046367346985,28.682768548576732
-18.97748870504357,15.297493401553263
-16.1687375152956,11.55356210426019
14.073148040543662,-30.268939281328098
-10.965961475390904,12.876028606179155
-13.741337371780249,17.02589181113653
14.38538228306063,-13.212482858705057
-13.980506415392556,16.929157382435417
-9.438646451777306,18.752924537768955
-15.97096212848478,17.86648609552175
-31.219363962862804,15.347802029978036
2.524147651369442,30.31079315663645
-14.299131823575147,18.61399482398791
0.27685742467055674,0.7301946830989935
14.48658142797845,-30.348115597759975
-23.477616093847026,21.97103110590793
38.671313956909664,-16.748723733050866
-20.935521875729425,14.924444430194997
7.78510572895749,-21.11583920210263
7.121176492087308,14.489205883802153
-16.572430978815035,25.785306731629674
-2.1522939297208126,17.043839897158506
16.59138318729412,-7.241091728344516
3.1033043809768093,-26.598674820320483
17.14994684264515,27.610973901130514
-30.683559080301144,14.454497451877062
-23.706090518056946,28.334716534681686
16.71657991132618,-11.961849149624607
22.165736555570575,-25.628056391497445
-9.20228133803128,16.488724299609718
-10.175863665845082,10.055373566245487
-8.659406372692862,-19.42224762291247
-23.225294250668515,23.08910943099509
-5.128268733887923,17.315818151923306
-16.521813794132406,9.480480587148747
2.4798547286834545,17.646201939772453
-17.133431857997305,11.63307806421535
-3.1648093839902773,25.217023445481313
5.055918334468723,24.3777250870514
-17.505440568254503,7.215535913050754
-2.3910317477953087,-30.679725165377935
15.154695010463437,-27.333671831853373
-19.011294257398383,5.240556697408975
-5.740807565432505,15.77278925094176
-10.160231456693563,10.026450828919023
-19.343394240588434,25.56461900674254
-12.687776920220017,5.187260074150118
-14.621470143329942,7.474604183443303
21.299568906506853,-30.62301626122968
-6.869974700690862,11.817692916532945
10.036537970904972,-5.660343003680805
-20.638053510595118,16.827340499659762
5.3711515046821106,-33.997252642690846
5.103179186094077,15.130603918852664
6.349159060879738,13.07333824362757
17.79295835574905,26.69122589846992
-28.70672996611702,17.127070082760465
-18.186292201930414,23.472573541555267
23.15867111098336,-3.6078107723470456
-0.7542479356118201,-20.593376799197507
6.643496482104474,-30.74145146295887
11.469956286127752,-26.029947711310015
11.858281738366802,-21.810645536645126
