,speaker,background,speech,type,gender,debate,day,order,PERSON,ORG,GPE,NORP,LAW,LOC,polarity_sentiment
2938,Joe Biden,,"(Inaudible) that's what we're talking about. That's what made us great. And the fact of the matter is, I think the president of the United States, Barack Obama, went out of his way to try to change the system and he got pushed back significantly.",Candidate,male,2,2,358,Barack Obama;,,the United States;,,,,0.39166666666666666
2940,Kirsten Gillibrand,,"Again, President Trump, under his administration seven children died in his custody. In -- under his administration families have been torn apart. This party is talking about real ideas for the future. We're talking about what we will do to change America.",Candidate,female,2,2,360,Trump;,,America;,,,,0.1
2941,Kirsten Gillibrand,,"But we must not forget about our values. We used to believe in this country you should treat others the way you want to be treated. We used to believe in this country we should care about the least among us. Let's remind the American people who we are, why we are democrats, and why we're running for president.",Candidate,female,2,2,361,,,,democrats;American;,,,-0.15
2946,Joe Biden,,"Well, I don't -- I think he is wrong. I think we should work together. He has a similar plan. I think that we should change the way we look at prisons.",Candidate,male,2,2,366,,,,,,,-0.25
2947,Joe Biden,,"Right now, we're in a situation where, when someone is convicted of a drug crime, they end up going to jail and to prison. They should be going to rehabilitation. They shouldn't be going to prison. When in prison, they should be learning to read and write and not just sit in there and learn how to be better criminals.",Candidate,male,2,2,367,,,,,,,0.22857142857142856
2948,Joe Biden,,"And when they get out of prison, they should be in a situation where they have access to everything they would have had before, including Pell grants for education, including making sure that they're able to have housing, public housing, including they have all the opportunities that were available to them because we want them to become better citizens.",Candidate,male,2,2,368,,Pell;,,,,,0.38
2949,Joe Biden,,"That's the essence of what my plan, in detail, lays out. I'm happy to discuss it more in detail if the senator would want to. And so I -- you know, I look -- anyway, that's what I think my plan -- I know what my plan does, and I think it's not dissimilar to what the senator said we should be working together on getting things done.",Candidate,male,2,2,369,,,,,,,0.65
2951,Cory Booker,,"Well, my response is that this is a crisis in our country because we have treated issues of race and poverty, mental health and addiction with locking people up and not lifting them up.",Candidate,male,2,2,371,,,,,,,-0.1
2952,Cory Booker,,And...,Candidate,male,2,2,372,,,,,,,0.0
2954,Cory Booker,,"... Mr. Vice President has said that, since the 1970s, every major crime bill -- every crime bill, major and minor, has had his name on it. And, Sir, those are your words, not -- not mine. And this is one of those instances where the house was set on fire and you claimed responsibility for those laws. And you can't just now come out with a plan to put out that fire. We have got to have far more bold action on criminal justice reform, like having true...",Candidate,male,2,2,374,Vice;,,,,,,0.1175925925925926
2956,Cory Booker,,"... marijuana justice, which means that we legalize it on a federal level...",Candidate,male,2,2,376,,,,,,,0.0
2958,Cory Booker,,... and reinvest the profits in communities that have been...,Candidate,male,2,2,378,,,,,,,0.0
2960,Cory Booker,,... disproportionately targeted by marijuana enforcement.,Candidate,male,2,2,380,,,,,,,0.0
2962,Joe Biden,,"The fact is that the bills that the president -- that, excuse me, the future president here -- that...",Candidate,male,2,2,382,,,,,,,-0.025
2964,Joe Biden,,"... that the senator is talking about are bills that were passed years ago and they were passed overwhelming. Since 2007, I, for example, tried to get the crack-powder-cocaine totally -- disparity totally eliminated.",Candidate,male,2,2,384,,,,,,,0.16666666666666666
2965,Joe Biden,,"In 2007 you became mayor and you had a police department that was -- you went out and you hired Rudy Giuliani's guy; you -- and engaged in stop-and-frisk. You had 75 percent of those stops reviewed as illegal. You found yourself in a situation where three times as many African-American kids were caught in that chain and caught up. The Justice Department came after you for saying you were -- you were engaging in behavior that was inappropriate, and then in fact nothing happened, the entire time you were mayor.",Candidate,male,2,2,385,Rudy Giuliani's;,The Justice Department;,,African;,,,0.1
2967,Cory Booker,,"Well, first of all, I'm grateful that he endorsed my presidency already. But I'll tell you this, it's no secret that I inherited a criminal -- a police department with massive problems and decades-long challenges. But the head of the ACLU has already said -- the head of the New Jersey ACLU -- that I put forth national standard-setting accountability.",Candidate,male,2,2,387,,the New Jersey ACLU;ACLU;,,,,,0.03727272727272727
2968,Joe Biden,,That's...,Candidate,male,2,2,388,,,,,,,0.0
2969,Cory Booker,,"Mr. Vice President -- Mr. Vice President, I didn't interrupt you. Please show me that respect, sir.",Candidate,male,2,2,389,Vice;,,,,,,0.0
2970,Joe Biden,,I'm sorry (inaudible),Candidate,male,2,2,390,,,,,,,-0.5
2971,Cory Booker,,"We have a system right now that's broken. And if you want to compare records -- and, frankly, I'm shocked that you do...",Candidate,male,2,2,391,,,,,,,-0.2714285714285714
2973,Cory Booker,,"... I am happy to do that. Because all the problems that he is talking about, that he created, I actually led the bill that got passed into law that reverses the damage that your bills that you were, frankly -- to correct you, Mr. Vice President -- you were bragging, calling it the Biden crime bill, up until 2015.",Candidate,male,2,2,393,Biden;Vice;,,,,,,0.4
2975,Joe Biden,,"Number one, the bill he talks about is a bill that in my -- our administration, we passed. We passed that bill that you added onto. That's the bill, in fact, you passed.",Candidate,male,2,2,395,,,,,,,0.0
2976,Joe Biden,,"And the fact of the matter is, secondly, there was nothing done for the entire eight years he was mayor, there was nothing done to deal with the police department that was corrupt. Why did you announce on the first day a zero tolerance policy of stop and frisk and hire Rudy Giuliani's guy in 2007, when I was trying to get rid of the crack cocaine disparity?",Candidate,male,2,2,396,Rudy Giuliani's;,,,,,,-0.0625
2977,Cory Booker,,"Mr. Vice President, there's a saying in my community, you're dipping into the Kool-Aid and you don't even know the flavor. You need to come to the city of Newark and see the reforms that we put in place. The New Jersey head of the ACLU has said that I embraced reforms not just in action, but in deeds.",Candidate,male,2,2,397,,ACLU;,New Jersey;Newark;,,the Kool-Aid;,,0.11818181818181818
2978,Cory Booker,,"Sir, you are trying to shift the view from what you created. There are people right now in prison for life for drug offenses because you stood up and used that ""tough on crime"" phony rhetoric that got a lot of people elected but destroyed communities like mine. This isn't about the past, sir. This is about the present right now. I believe in redemption.",Candidate,male,2,2,398,,,,,,,-0.0134920634920635
2980,Cory Booker,,I'm happy you evolved.,Candidate,male,2,2,400,,,,,,,0.8
2982,Cory Booker,,But you've offered no redemption to the people in prison right now for life.,Candidate,male,2,2,402,,,,,,,0.2857142857142857
2985,Julian Castro,,"Yeah, I agree with Senator Booker -- I agree with Senator Booker that a lot of what Vice President helped author in '94 was a mistake. And he has flip-flopped on these things. And that's clear.",Candidate,male,2,2,405,Booker;Booker;,,,,,,0.10000000000000002
2986,Julian Castro,,"But let me say, when we talk about criminal justice reform, there are a lot of things that we can talk about -- sentencing reform, cash bail reform, investing in public defenders, diversion programs. I'm proud that I'm the only candidate that has put forward a police reform plan, because we have a police system that is broken and we need to fix it.",Candidate,male,2,2,406,,,,,,,0.0
2987,Julian Castro,,"And whether it's the case of someone like Tamir Rice or Michael Brown or Eric Garner, where the Trump Justice Department just decided not to pursue challenges...",Candidate,male,2,2,407,Eric Garner;Michael Brown;Tamir Rice;,the Trump Justice Department;,,,,,0.0
2989,Julian Castro,,... we need to ensure we have a national use of force standard and that we end qualified immunity for police officers so that we can hold them accountable for using excessive force.,Candidate,male,2,2,409,,,,,,,-0.125
2993,Jay Inslee,,"Let me suggest that people come out to the state of Washington and see what criminal justice reform looks like, our effort to reduce racial disparity.",Candidate,male,2,2,413,,,Washington;,,,,-0.4
2994,Jay Inslee,,"I'm proud that I was the first governor to offer pardons to thousands of people with drug crimes. Now we're vacating more, tens of thousands. We've eliminated the death penalty.",Candidate,male,2,2,414,,,,,,,0.5166666666666667
2995,Jay Inslee,,"And importantly, we've done this: When people come out of the legal system and they've done their responsibility to the citizens, we need to make sure they can get a job. We have banned the box so that people can actually get a job when they come out.",Candidate,male,2,2,415,,,,,,,0.275
2997,Jay Inslee,,"And I've got to argue with my friend, Secretary Castro. We haven't just put forward a plan. We have adopted probably one of the best police accountability measures and trainer police officers and de-escalation techniques so we have less violence...",Candidate,male,2,2,417,Castro;,,,,,,0.4166666666666667
3000,Julian Castro,,"Well, that it's much more than that, because what we see -- and this was a good example, the other day, of the Department of Justice not going after Officer Pantaleo that -- Officer Pantaleo used a chokehold that was prohibited by NYPD. He did that for seven seconds. Eleven different times Eric Garner said that he couldn't breathe. He knew what he was doing, that he was killing Eric Garner, and yet he has not been brought to justice. That police officer should be off the street.",Candidate,male,2,2,420,Eric Garner;Eric Garner;Officer Pantaleo;Officer Pantaleo;,NYPD;the Department of Justice;,,,,,0.26875
3003,Bill de Blasio,,"Well, let me tell you. I know the Garner family. They've gone through extraordinary pain. They are waiting for justice and are going to get justice. There's finally going to be justice. I have confidence in that, in the next 30 days, in New York.",Candidate,male,2,2,423,Garner;,,New York;,,,,0.11742424242424242
3004,Bill de Blasio,,"You know why? Because for the first time, we are not waiting on the federal Justice Department, which told the city of New York that we could not proceed because the Justice Department was pursuing their prosecution. And years went by, and a lot of the pain accrued.",Candidate,male,2,2,424,,the Justice Department;Justice Department;,New York;,,,,0.19318181818181818
3005,Bill de Blasio,,"And in the meantime, what I'm working on is making sure -- and I have for five years -- there will never be another tragedy, there will never be another Eric Garner, because we're changing fundamentally how we police.",Candidate,male,2,2,425,Eric Garner;,,,,,,0.5
3007,Bill de Blasio,,"But there's one last point I have to say about the Justice Department. The vice president for two-and-a-half of those years, Mr. Vice President, tell us, what did you do to try and spur on the Justice Department to act in the Garner case?",Candidate,male,2,2,427,Garner;Vice;,the Justice Department;the Justice Department;,,,,,0.0
3010,Joe Biden,,"We did a lot. Number one, we made sure we reduced the federal prison population by 38,000 people, number one.",Candidate,male,2,2,430,,,,,,,0.5
3011,Joe Biden,,"Number two, we, in fact, insisted that we change the rules that police engage in. They had to have -- we provided for body cameras. We made sure -- there were a lot of things that were changed in the process, but 38,000 people in the federal system were released under the system.",Candidate,male,2,2,431,,,,,,,0.5
3012,Joe Biden,,"And so the fact is that there's a lot we've done. But here's the deal. The fact is that we're talking about things that occurred a long, long time ago. And now, all of a sudden, you know -- I find it fascinating. Everybody is talking about how terrible I am on these issues. Barack Obama knew exactly who I was. He had 10 lawyers do a background check on everything about me on civil rights and civil liberties, and he chose me, and he said it was the best decision he made. I'll take his judgment.",Candidate,male,2,2,432,Barack Obama;,,,,,,0.12142857142857143
3014,Andrew Yang,,"May I, please?",Candidate,male,2,2,434,,,,,,,0.0
3017,Andrew Yang,,I speak for just about everyone watching when I say I would trust anyone on this stage much more than I would trust our current president on matters of criminal justice.,Candidate,male,2,2,437,,,,,,,0.033333333333333326
3019,Andrew Yang,,We cannot tear each other down. We have to focus on beating Donald Trump in 2020.,Candidate,male,2,2,439,Donald Trump;,,,,,,-0.14027777777777778
3020,Andrew Yang,,"I want to share a story that a prison guard, a corrections officer in New Hampshire said to me. He said, we should pay people to stay out of jail, because we spend so much when they're behind bars. Right now, we think we're saving money, we just end up spending the money in much more dark and punitive ways. We should put money directly into people's hands, certainly when they come out of prison, but before they go into prison.",Candidate,male,2,2,440,,,New Hampshire;,,,,0.08737373737373737
3024,Kirsten Gillibrand,,No. He should be fired. He should be fired now.,Candidate,female,2,2,444,,,,,,,0.0
3026,Kirsten Gillibrand,,"I sat -- I sat down with Eric Garner's mother. And I can tell you, when you've lost your son, when he begged for breath, when you know because you have a video, when you know he said ""I can't breathe"" so many times, over and over again, when you know he used an illegal chokehold, that person should be fired. And as -- if I was -- if I was the mayor, I would fire him.",Candidate,female,2,2,446,Eric Garner's;,,,,,,-0.05185185185185185
3027,Kirsten Gillibrand,,"But as president, I would make sure that we had a full investigation, that the report would be made public. And if I wasn't satisfied, we would have a consent decree.",Candidate,female,2,2,447,,,,,,,0.3375
3031,Kamala Harris,,"That is simply false. And let's be very clear about this. When Vice President Biden was in the United States Senate, working with segregationists to oppose busing, which was the vehicle by which we would integrate America's public schools, had I been in the United States Senate at that time, I would have been completely on the other side of the aisle.",Candidate,female,2,2,451,Biden;,Senate;Senate;,United States;America;United States;,,,,-0.05900000000000001
3032,Kamala Harris,,"And let's be clear about this. Had those segregationists their way, I would not be a member of the United States Senate, Cory Booker would not be a member of the United States Senate, and Barack Obama would not have been in the position to nominate him to the title he now holds.",Candidate,female,2,2,452,Barack Obama;Cory Booker;,the United States Senate;the United States Senate;,,,,,0.10000000000000002
3034,Kamala Harris,,"And so, on that issue, we could not be more apart, which is that the vice president has still failed to acknowledge that it was wrong to take the position that he took at that time.",Candidate,female,2,2,454,,,,,,,-0.16666666666666666
3035,Kamala Harris,,"Now, I would like to also talk about this conversation about Eric Garner, because I, too, met with his mother. And one of the things that we've got to be clear about is that this president of the United States, Donald Trump, while he has been in office, has quietly been allowing the United States Department of Justice to shut down consent decrees, to stop pattern and practice investigations.",Candidate,female,2,2,455,Donald Trump;Eric Garner;,the United States Department of Justice;,the United States;,,,,-0.01851851851851852
3036,Kamala Harris,,"On that case, we also know that the...",Candidate,female,2,2,456,,,,,,,0.0
3038,Kamala Harris,,"... Civil Rights Division -- this is important. The Civil Rights Division of the United States Department of Justice said charges should have been filed, but this United States Department of Justice usurped -- and I believe it is because that president did not want those charges to go forward. And they overrode a decision by the Civil Rights Division of the United States Department of Justice.",Candidate,female,2,2,458,,the United States Department of Justice;the Civil Rights Division;the United States Department of Justice;The Civil Rights Division;Civil Rights Division;,,,,,0.4
3040,Kamala Harris,,"Under my administration, the Civil Rights Division...",Candidate,female,2,2,460,,the Civil Rights Division;,,,,,0.0
3042,Kamala Harris,,... will rein and there will be independent investigations.,Candidate,female,2,2,462,,,,,,,0.0
3044,Joe Biden,,"When Senator Harris was attorney general for eight years in the state of California, there were two of the most segregated school districts in the country, in Los Angeles and in San Francisco.",Candidate,male,2,2,464,Harris;,,San Francisco;Los Angeles;California;,,,,0.275
3045,Joe Biden,,"And she did not -- I didn't see a single solitary time she brought a case against them to desegregate them. Secondly, she also was in a situation where she had a police department when she was there that in fact was abusing people's right.",Candidate,male,2,2,465,,,,,,,0.07142857142857142
3046,Joe Biden,,And the fact was that she in fact was told by her own people that her own staff that she should do something about and disclose to defense attorney's like me that you in fact have been -- the police officer did something that did not give you information of what (inaudible) your -- your client. She didn't do that. She never did it. And so what happened.,Candidate,male,2,2,466,,,,,,,0.6
3047,Joe Biden,,"Along came a federal judge and said enough, enough. And he freed 1,000 of these people. If you doubt me, google 1,000 prisoners freed, Kamala Harris.",Candidate,male,2,2,467,Kamala Harris;,,,,,,0.0
3049,Kamala Harris,,"That is -- is simply not true. And as attorney general of California where I ran the second largest Department of Justice in the United States, second only to the United States Department of Justice, I am proud of the work we did.",Candidate,female,2,2,469,,the United States Department of Justice;Department of Justice;,the United States;California;,,,,0.1125
3050,Kamala Harris,,Work that has received national recognition for what has been the important work of reforming a criminal justice system and cleaning up the consequences of the bills that you passed when you were in the United States Senate for decades.,Candidate,female,2,2,470,,Senate;,United States;,,,,0.0
3051,Kamala Harris,,It was the work of creating the -- one of the first in the nation initiatives around reentering former offenders and getting them jobs and counseling.,Candidate,female,2,2,471,,,,,,,0.125
3053,Kamala Harris,,I did the work as attorney general of putting body cameras on special agents in the state of California.,Candidate,female,2,2,473,,,California;,,,,0.20357142857142857
3056,Kamala Harris,,And I'm proud of that work.,Candidate,female,2,2,476,,,,,,,0.8
3058,Tulsi Gabbard,,I want to bring the conversation back to the broken criminal justice system that is disproportionately negatively impacting black and brown people all across this country today. Now Senator Harris says she's proud of her record as a prosecutor and that she'll be a prosecutor president.,Candidate,female,2,2,478,Harris;,,,,,,-0.07777777777777779
3059,Tulsi Gabbard,,"But I'm deeply concerned about this record. There are too many examples to cite but she put over 1,500 people in jail for marijuana violations and then laughed about it when she was asked if she ever smoked marijuana.",Candidate,female,2,2,479,,,,,,,0.275
3061,Tulsi Gabbard,,She blocked evidence -- she blocked evidence that would have freed an innocent man from death row until the courts forced her to do so. She kept people in prison beyond their sentences to use them as cheap labor for the state of California.,Candidate,female,2,2,481,,,California;,,,,0.19999999999999998
3063,Tulsi Gabbard,,And she fought to keep ...,Candidate,female,2,2,483,,,,,,,0.0
3065,Tulsi Gabbard,,Bail system in place that impacts poor people in the worst kind of way.,Candidate,female,2,2,485,,,,,,,-0.26666666666666666
3068,Kamala Harris,,"As the elected attorney general of California, I did the work of significantly reforming the criminal justice system of a state of 40 million people, which became a national model for the work that needs to be done.",Candidate,female,2,2,488,,,California;,,,,0.00833333333333334
3069,Kamala Harris,,"And I am proud of that work. And I am proud of making a decision to not just give fancy speeches or be in a legislative body and give speeches on the floor, but actually doing the work of being in the position to use the power that I had to reform a system that is badly in need of reform.",Candidate,female,2,2,489,,,,,,,0.22500000000000006
3070,Kamala Harris,,That is why we created initiatives that were about reentering former offenders and getting them counseling.,Candidate,female,2,2,490,,,,,,,0.0
3072,Kamala Harris,,It is why and because I know that criminal justice system is so broken ...,Candidate,female,2,2,492,,,,,,,-0.4
3074,Kamala Harris,,"That I am an advocate for what we need to do to not only decriminalize, but legalize marijuana in the United States.",Candidate,female,2,2,494,,,the United States;,,,,0.0
3077,Tulsi Gabbard,,"The bottom line is, Senator Harris, when you were in a position to make a difference and an impact in these people's lives, you did not. And worse yet, in the case of those who were on death row, innocent people, you actually blocked evidence from being revealed that would have freed them until you were forced to do so.",Candidate,female,2,2,497,Harris;,,,,,,-0.05000000000000002
3079,Tulsi Gabbard,,There is no excuse for that and the people who suffered under your reign as prosecutor owe -- you owe them an apology.,Candidate,female,2,2,499,,,,,,,0.025
3082,Kamala Harris,,"My entire career I have been opposed -- personally opposed to the death penalty and that has never changed. And I dare anybody who is in a position to make that decision, to face the people I have faced to say I will not seek the death penalty. That is my background, that is my work.",Candidate,female,2,2,502,,,,,,,0.0
3083,Kamala Harris,,"I am proud of it. I think you can judge people by when they are under fire and it's not about some fancy opinion on a stage but when they're in the position to actually make a decision, what do they do.",Candidate,female,2,2,503,,,,,,,0.4
3084,Kamala Harris,,"When I was in the position of having to decide whether or not to seek a death penalty on cases I prosecuted, I made a very difficult decision that was not popular to not seek the death penalty. History shows that and I am proud of those decisions.",Candidate,female,2,2,504,,,,,,,-0.04999999999999997
3086,Michael Bennet,,"Yes. First of all, the president's racist rhetoric should be enough grounds for everybody in this country to vote him out of office.",Candidate,male,2,2,506,,,,,,,0.125
3087,Michael Bennet,,That one thing alone should be enough.,Candidate,male,2,2,507,,,,,,,0.0
3089,Michael Bennet,,"Second, Don, I want to answer your question by tagging on the conversation we were just having. This is the fourth debate that we have had and the second time that we have been debating what people did 50 years ago with busing...",Candidate,male,2,2,509,Don;,,,,,,0.0
3091,Michael Bennet,,... when our schools are as segregated today as they were 50 years ago.,Candidate,male,2,2,511,,,,,,,0.0
3093,Michael Bennet,,"We need a conversation about what's happening now. And when there's a group of kids in this country that don't get preschool through no fault of their own and another group does, equal is not equal. And we've got a group of K-12 schools that are good because families can spend a million bucks, and you've got the Detroit public schools that are as segregated as they were. Equal is not equal.",Candidate,male,2,2,513,,,Detroit;,,,,0.1857142857142857
3095,Michael Bennet,,"And let me tell you something else, Don. I believe you can draw a straight line from slavery through Jim Crow through the banking and the redlining to the mass incarceration that we were talking about on this stage a few minutes ago. But you know what other line I can draw? Eighty-eight percent of the people in our prisons dropped out of high school. Let's fix our school system and maybe we can fix the prison pipeline that we have.",Candidate,male,2,2,515,Jim Crow;Don;,,,,,,0.00875
3102,Jay Inslee,,"You know, I approach this question with humility because I have not experienced what many Americans have. I've never been a black teenager pulled over in a white neighborhood. I've never been a woman talked over in a meeting. I've never been an LGBTQ member subject to a slur. And so I have believed I have an added responsibility, a double responsibility, to deal with racial disparity. And we've talked on the way we do it, including ending -- ending the school to prison pipeline in my state.",Candidate,male,2,2,522,,,,LGBTQ;Americans;,,,-0.03888888888888889
3103,Jay Inslee,,"But I want to say this. And this is a common error that every single senator on this stage, as much as I respect them all -- they all have an enormous error which is going to prevent our party from making any progressive progress in the United States, and it is this. We are all going to work like the dickens to get more Democrats elected to the Senate, right? We are going to do that.",Candidate,male,2,2,523,dickens;,Senate;,the United States;,Democrats;,,,0.10238095238095239
3105,Jay Inslee,,"And I hope we're going to succeed. But if we get a majority in the U.S. Senate, because of the position of these senators, not a damn thing is going to get done. And I'll tell you why. With all their good intentions -- and I know they're very sincere and passionate and I respect them enormously -- but because they embraced this antediluvinal (sic) super-majority thing called the filibuster, Mitch McConnell is going to run the U.S. Senate even if we take a majority.",Candidate,male,2,2,525,Mitch McConnell;,the U.S. Senate;the U.S. Senate;,,,,,0.325
3107,Jay Inslee,,We've got to get rid of the filibuster so we can govern the United States.,Candidate,male,2,2,527,,,the United States;,,,,0.0
3111,Andrew Yang,,"I spent seven years running a non-profit that helped create thousands of jobs, including hundreds right here in Detroit, as well as Baltimore, Cleveland, New Orleans. And I saw that the racial disparities are much, much worse than I had ever imagined.",Candidate,male,2,2,531,,,New Orleans;Cleveland;Baltimore;Detroit;,,,,-0.019480519480519487
3112,Andrew Yang,,"They're even worse still. A study just came out that projected the average African-American median net worth will be zero by 2053. So you have to ask yourself, how is that possible? It's possible because we're in the midst of the greatest economic transformation in our history. Artificial intelligence is coming. It's going to displace hundreds of thousands of call center workers, truck drivers -- the most common job in 29 states, including this one.",Candidate,male,2,2,532,,,,African-American;,,,0.0375
3113,Andrew Yang,,"And you know who suffers most in a natural disaster? It's people of color, people who have lower levels of capital and education and resources. So what are we going to do about it? We should just go back to the writings of Martin Luther King, who in 1967, his book ""Chaos or Community"", said ""We need a guaranteed minimum income in the United States of America."" That is the most effective way for us to address racial inequality in a genuine way and give every American a chance in the 21st Century economy.",Candidate,male,2,2,533,Martin Luther King;,,the United States of America;,American;,,,0.16666666666666666
3118,Julian Castro,,"First of all, the president is a racist, and that was just one more example of it.",Candidate,male,2,2,538,,,,,,,0.375
3120,Julian Castro,,"We know that, whether it's Baltimore or cities like Detroit, they have -- they're tremendously rich in history and culture and also in possibility. Here's what I would do if I'm president. Number one, I would invest in tremendous educational opportunity; invest in universal pre-K for three and four-year-olds; invest in improving K-12 education and also making higher education available to everyone through tuition-free public state universities, community colleges and job training and certification programs. I would follow-up on the work that I did at HUD. We passed the most sweeping rule to further desegregate our communities in the United States.",Candidate,male,2,2,540,,HUD;,the United States;Detroit;Baltimore;,,,,0.23425925925925928
3121,Julian Castro,,"This Trump administration set that back. I would put that back in order. I would also invest in housing that is affordable, because folks know that the rent is going through the roof. And we need to make sure that you don't have to get out of West Baltimore, or Inner City Detroit, or the west side of San Antonio, or anywhere, if you want to reach your American dream. I want you to be able to accomplish it in your great neighborhood where you are.",Candidate,male,2,2,541,Trump;,,San Antonio;Inner City Detroit;West Baltimore;,American;,,,0.2571428571428572
3123,Kirsten Gillibrand,,"So I don't believe that it's the responsibility of Cory and Kamala to be the only voice that takes on these issues of institutional racism, systemic racism in our country. I think as a white woman of privilege, who is a U.S. senator, running for president of the United States, it is also my responsibility to lift up those voices that aren't being listened to.",Candidate,female,2,2,543,Kamala;Cory;,,the United States;U.S.;,,,,0.0
3124,Kirsten Gillibrand,,"And I can talk to those white women in the suburbs that voted for Trump and explain to them what white privilege actually is, that when their son is walking down a street with a bag of M&Ms in his pocket, wearing a hoodie, his whiteness is what protects him from not being shot.",Candidate,female,2,2,544,Trump;,,,,,,-0.038888888888888896
3126,Kirsten Gillibrand,,"When his - when her - when their child has a car that breaks down, and he knocks on someone's door for help, and the door opens, and the help is given, it's his whiteness that protects him from being shot. That is what white privilege in America is today. And so, my responsibility's to only lift up those stories, but explain to communities across America, like I did in Youngstown, Ohio, to a young mother, that this is all of our responsibilities, and that together we can make our community stronger.",Candidate,female,2,2,546,,,Ohio;Youngstown;America;America;,,,,-0.013888888888888895
3130,Jay Inslee,,"Well, I know the firsthand terrific impact of climate change on Americans across the country already. The family who I saw, with their aluminum home now, just a pile of molten aluminum, they lost everything in the paradise of fires; the non-profit in Davenport that was washed away in the floods. We have to act now.",Candidate,male,2,2,550,,,Davenport;,Americans;,,,0.0
3131,Jay Inslee,,"Look, climate change is not a singular issue, it is all the issue that we Democrats care about. It is health. It is national security. It is our economy. And we know this; middle ground solutions, like the vice president has proposed, or sort of middling average-sized things, are not going to save us.",Candidate,male,2,2,551,,,,Democrats;,,,0.0
3132,Jay Inslee,,"Too little, too late is too dangerous. And we have to have a bold plan, and mine has been called the ""gold standard."" Now, we also need to embed environmental justice. I was in zip code 48217 in the Detroit neighborhood the other day, right next to an oil refinery, where the kids have asthma and they have cancer clusters. And after talking to these folks, I believe this -",Candidate,male,2,2,552,,,Detroit;,,,,-0.07418154761904762
3134,Jay Inslee,,I believe this; it doesn't matter what your zip code is -,Candidate,male,2,2,554,,,,,,,0.0
3136,Jay Inslee,,"- it doesn't matter what your color is, you ought to have clear -",Candidate,male,2,2,556,,,,,,,0.10000000000000002
3138,Jay Inslee,,- air and clear water in America. That's what I believe.,Candidate,male,2,2,558,,,America;,,,,0.10000000000000002
3142,Joe Biden,,"There is no middle ground about my plan. The fact of the matter is I call for the immediate action to be taken. First of all, one of the things that - we're responsible for 15 percent of all the pollution in the country. He's right about how it affects people and it affects neighborhoods, particularly poor neighborhoods",Candidate,male,2,2,562,,,,,,,0.07261904761904762
3143,Joe Biden,,"But h's the deal; in area, there's also another piece. Eighty-five percent of it is something I helped negotiate; and that is the Paris Climate Accord. I would immediately rejoin that Paris Accord. I would make sure that we up the ante which it calls for. I would be able to bring those leaders together who I know I - I convene them in the White House, like we did in nuclear summit, and I would raise the standard.",Candidate,male,2,2,563,,Paris Accord;the Paris Climate Accord;,,,,,0.25
3145,Joe Biden,,I also invested $400 billion -,Candidate,male,2,2,565,,,,,,,0.0
3147,Joe Biden,,- in research for new alternatives to deal with climate change.,Candidate,male,2,2,567,,,,,,,0.13636363636363635
3149,Joe Biden,,And that's bigger than any other person.,Candidate,male,2,2,569,,,,,,,-0.0625
3150,Andrew Yang,,"The important number in Vice President Biden's remarks just now is that he United States was only 15 percent of global emissions. We like to act as if we're 100 percent, but the truth is even if we were to curb our emissions dramatically, the earth is still going to get warmer.",Candidate,male,2,2,570,Biden;,,he United States;,,,earth;,0.13333333333333333
3151,Andrew Yang,,"And we can see it around it us this summer. The last four years have been the four warmest years in recorded history. This is going to be a tough truth, but we are too late. We are 10 years too late. We need to do everything we can to start moving the climate in the right direction, but we also need to start moving our people to higher ground.",Candidate,male,2,2,571,,,,,,,-0.07552910052910054
3152,Andrew Yang,,And the best way to do that is to put economic resources into your hands so you can protect yourself and your families.,Candidate,male,2,2,572,,,,,,,0.6
3153,Jay Inslee,,I was challenged by the vice president.,Candidate,male,2,2,573,,,,,,,0.0
3155,Jay Inslee,,May I be heard on this for a moment?,Candidate,male,2,2,575,,,,,,,0.0
3157,Jay Inslee,,"Thank you very much. Look, we have -- these deadlines are set by science. Mr. Vice President, your argument is not with me, it's with science. And unfortunately, your plan is just too late. The science tells us we have to get off coal in 10 years. Your plan does not do that. We have to have off of fossil fuels in our electrical grid in 15. Your plan simply does not do that.",Candidate,male,2,2,577,,,,,,,-0.135
3158,Jay Inslee,,I've heard you say that we need a realistic plan. Here's what I believe...,Candidate,male,2,2,578,,,,,,,0.16666666666666666
3159,Joe Biden,,"No, I didn't say that.",Candidate,male,2,2,579,,,,,,,0.0
3160,Jay Inslee,,"Here's what I believe. I believe that survival is realistic, and that's the kind of plan we need. And that's the kind I have.",Candidate,male,2,2,580,,,,,,,0.45555555555555555
3161,Joe Biden,,"My plan calls for 500,000 charging stations around the country so by 2030 we're all electric vehicles. My plan calls for making sure that we have $400 billion invested in technologies to learn how to contain what we're doing, creating 10 million new jobs.",Candidate,male,2,2,581,,,,,,,0.3181818181818182
3162,Joe Biden,,We will double offshore wind. We will end any subsidies for coal or any other fossil fuel. But we have to also engage the world while we're doing it. We have to walk and chew gum at the same time.,Candidate,male,2,2,582,,,,,,,-0.041666666666666664
3165,Joe Biden,,"No, we would -- we would work it out. We would make sure it's eliminated and no more subsidies for either one of those, either -- any fossil fuel.",Candidate,male,2,2,585,,,,,,,0.125
3166,Jay Inslee,,We can't...,Candidate,male,2,2,586,,,,,,,0.0
