,speaker,background,speech,type,gender,debate,day,order,PERSON,ORG,GPE,NORP,LAW,LOC,polarity_sentiment
2,Elizabeth Warren,,Thank you. Good to be here.,Candidate,female,1,1,3,,,,,,,0.7
4,Elizabeth Warren,,So I think of it this way. Who is this economy really working for? It's doing great for a thinner and thinner slice at the top. It's doing great for giant drug companies. It's just not doing great for people who are trying to get a prescription filled.,Candidate,female,1,1,5,,,,,,,0.49999999999999994
5,Elizabeth Warren,,"It's doing great for people who want to invest in private prisons, just not for the African Americans and Latinx whose families are torn apart, whose lives are destroyed, and whose communities are ruined.",Candidate,female,1,1,6,Latinx;,,,the African Americans;,,,0.26666666666666666
6,Elizabeth Warren,,"It's doing great for giant oil companies that want to drill everywhere, just not for the rest of us who are watching climate change bear down upon us.",Candidate,female,1,1,7,,,,,,,0.21481481481481482
7,Elizabeth Warren,,"When you've got a government, when you've got an economy that does great for those with money and isn't doing great for everyone else, that is corruption, pure and simple. We need to call it out. We need to attack it head on. And we need to make structural change in our government, in our economy, and in our country.",Candidate,female,1,1,8,,,,,,,0.45357142857142857
10,Amy Klobuchar,,"Well, first, the economy. We know that not everyone is sharing in this prosperity. And Donald Trump just sits in the White House and gloats about what's going on, when you have so many people that are having trouble affording college and having trouble affording their premiums.",Candidate,female,1,1,11,Donald Trump;,,,,,,0.07
11,Amy Klobuchar,,"So I do get concerned about paying for college for rich kids. I do. But I think my plan is a good one. And my plan would be to, first of all, make community college free and make sure that everyone else besides that top percentile gets help with their education.",Candidate,female,1,1,12,,,,,,,0.45416666666666666
12,Amy Klobuchar,,"My own dad and my sister got their first degrees with community college. There's many paths to success, as well as certifications.",Candidate,female,1,1,13,,,,,,,0.41250000000000003
13,Amy Klobuchar,,"Secondly, I'd used Pell grants. I'd double them from $6,000 to $12,000 a year and expand it to the number of families that get covered, to families that make up to $100,000.",Candidate,female,1,1,14,,Pell;,,,,,0.0
14,Amy Klobuchar,,"And then the third thing I would do is make it easier for students to pay off their student loans. Because I can tell you this: If billionaires can pay off their yachts, students should be able to pay off their student loans.",Candidate,female,1,1,15,,,,,,,0.25
18,Beto O'Rourke,,"This economy has got to work for everyone. And right now, we know that it isn't. And it's going to take all of us coming together to make sure that it does.",Candidate,male,1,1,19,,,,,,,0.39285714285714285
20,Beto O'Rourke,,"Right now, we have a system that favors those who can pay for access and outcomes. That's how you explain an economy that is rigged to corporations and to the very wealthiest. A $2 trillion tax cut that favored corporations while they were sitting on record piles of cash and the very wealthiest in this country at a time of historic wealth inequality.",Candidate,male,1,1,21,,,,,,,0.29714285714285715
21,Beto O'Rourke,,"A new democracy that is revived because we've returned power to the people, no PACs, no gerrymandering, automatic and same-day voter registration to bring in more voters, and a new Voting Rights Act to get rid of the barriers that are in place now . . .",Candidate,male,1,1,22,,,,,new Voting Rights Act;,,0.25757575757575757
23,Beto O'Rourke,,That's how we each have a voice in our democracy and make this economy work for everybody.,Candidate,male,1,1,24,,,,,,,0.0
27,Beto O'Rourke,,I would support a tax rate and a tax code that is fair to everyone. Tax capital at the same right . . .,Candidate,male,1,1,28,,,,,,,0.32857142857142857
29,Beto O'Rourke,,. . . that you - you tax ordinary income. Take that corporate tax rate up to 28 percent. You would generate the revenues . . .,Candidate,male,1,1,30,,,,,,,-0.125
31,Beto O'Rourke,,. . . you need to pay for the programs we're talking about.,Candidate,male,1,1,32,,,,,,,0.0
34,Cory Booker,,"I don't think I disagree. I think we have a serious problem in our country with corporate consolidation. And you see the evidence of that in how dignity is being stripped from labor, and we have people that work full-time jobs and still can't make a living wage.",Candidate,male,1,1,35,,,,,,,-0.16666666666666666
35,Cory Booker,,We see that because consumer prices are being raised by pharmaceutical companies that often have monopolistic holds on drugs. And you see that by just the fact that this is actually an economy that's hurting small businesses and not allowing them to compete.,Candidate,male,1,1,36,,,,,,,-0.125
36,Cory Booker,,One of the most aggressive bills in the Senate to deal with corporate consolidation is mine about corporate consolidation in the ag sector. So I feel very strongly about the need to check the corporate consolidation and let the free market work.,Candidate,male,1,1,37,,ag;Senate;,,,,,0.2438888888888889
37,Cory Booker,,"And I'll tell you this. I live in a low-income black and brown community. I see every single day that this economy is not working for average Americans. The indicators that are being used, from GDP to Wall Street's rankings, is not helping people in my community. It is about time that we have an economy that works for everybody, not just the wealthiest in our nation.",Candidate,male,1,1,38,,,,Americans;,,,-0.06293290043290042
39,Cory Booker,,"Well, again, I will single out companies like Halliburton or Amazon that pay nothing in taxes and our need to change that. And when it comes to antitrust law, what I will do is, number one, appoint judges that will enforce it, number two, have a DOJ and a Federal Trade Commission that will go through the processes necessary to check this kind of corporate concentration.",Candidate,male,1,1,40,,a Federal Trade Commission;DOJ;Amazon;Halliburton;,,,,,0.13214285714285715
40,Cory Booker,,"At the end of the day, we have too much of a problem with corporate power growing. We see that with everything from Citizens United and the way they're trying to influence Washington. It's about time that we have a president that fights for the people in this country . . .",Candidate,male,1,1,41,,Citizens United;,Washington;,,,,0.1
42,Cory Booker,,We need to have someone that's a champion for them.,Candidate,male,1,1,43,,,,,,,0.0
46,Elizabeth Warren,,"So the way I understand this, it's there is way too much consolidation now in giant industries in this country. That hurts workers. It hurts small businesses. It hurts independent farmers. It hurts our economy overall.",Candidate,female,1,1,47,,,,,,,-0.009999999999999998
47,Elizabeth Warren,,And it helps constrict real innovation and growth in this economy.,Candidate,female,1,1,48,,,,,,,0.2
48,Elizabeth Warren,,"Now, look, we've had the laws out there for a long time to be able to fight back. What's been missing is courage, courage in Washington to take on the giants. That's part of the corruption in this system.",Candidate,female,1,1,49,,,Washington;,,,,0.0625
49,Elizabeth Warren,,"It has been far too long that the monopolies have been making the campaign contributions, have been funding the super PACs, have been out there making sure that their influence is heard and felt in every single decision that gets made in Washington. Where I want to start this is I want to return government to the people, and that means calling out the names of the monopolists and saying I have the courage to go after them.",Candidate,female,1,1,50,,,Washington;,,,,0.16238095238095238
53,Julian Castro,,"Thank you very much for that question, Lester. You know, I grew up with a mother who raised my brother, Joaquin, and me as a single parent. And I know what it's like to struggle. I know what it's like to rent a home and to worry about whether you're going to be able to pay the rent at the first of the month and to see a mom work very, very hard and know that moms across this country are getting paid less simply because they're women.",Candidate,male,1,1,54,Joaquin;Lester;,,,,,,0.05610544217687076
54,Julian Castro,,"I would do several things, starting with something we should have done a long time ago, which is to pass the Equal Rights Amendment finally in this country.",Candidate,male,1,1,55,,,,,the Equal Rights Amendment;,,-0.01
56,Julian Castro,,And also pursue legislation so that women are paid equal pay for equal work in this country. It's past time that we did that.,Candidate,male,1,1,57,,,,,,,-0.08333333333333333
58,Julian Castro,,"And, you know, we have to do this. If we want to be the most prosperous nation in the 21st century, we need to make sure that women are paid what they deserve.",Candidate,male,1,1,59,,,,,,,0.3333333333333333
60,Tulsi Gabbard,,"First of all, let's recognize the situation we're in, that the American people deserve a president who will put your interests ahead of the rich and powerful. That's not what we have right now.",Candidate,female,1,1,61,,,,American;,,,0.24214285714285716
61,Tulsi Gabbard,,"I enlisted in the Army National Guard after the Al Qaida terror attacks on 9/11 so I could go after those who had attacked us on that day. I still serve as a major. I served over 16 years, deployed twice to the Middle East, and in Congress served on the Foreign Affairs and Armed Services Affairs for over six years.",Candidate,female,1,1,62,,Armed Services Affairs;the Foreign Affairs;Congress;Al Qaida;the Army National Guard;,,,,the Middle East;,-0.020833333333333332
62,Tulsi Gabbard,,"I know the importance of our national security, as well as the terribly high cost of war. And for too long, our leaders have failed us, taking us from one regime change war to the next, leading us into a new cold war and arms race, costing us trillions of our hard-earned taxpayer dollars and countless lives.",Candidate,female,1,1,63,,,,,,,-0.12194805194805194
63,Tulsi Gabbard,,"This insanity must end. As president, I will take your hard-earned taxpayer dollars and instead invest those dollars into serving your needs, things like health care, a green economy, good-paying jobs, protecting our environment, and so much more.",Candidate,female,1,1,64,,,,,,,0.15
66,Bill de Blasio,,"Well, we've been addressing income inequality in New York City by raising wages, by raising benefits, by putting money back in the hands of working people, $15 minimum wage, paid sick days, pre-K for all, things that are making a huge difference in working people's lives.",Candidate,male,1,1,67,,,New York City;,,,,-0.04448051948051947
67,Bill de Blasio,,"But let me tell you, what we're hearing here already in the first round of questions is that battle for the heart and soul of our party. I want to make it clear. This is supposed to be the party of working people. Yes, we're supposed to be for a 70 percent tax rate on the wealthy. Yes, we're supposed to be for free college, free public college, for our young people. We are supposed to break up big corporations when they're not serving our democracy.",Candidate,male,1,1,68,,,,,,,0.17222222222222225
68,Bill de Blasio,,"This Democratic Party has to be strong and bold and progressive. And in New York, we've proven that we can do something very different, we can put money back in the hands of working people. And let me tell you, every time you talk about investing in people and their communities, you hear folks say there's not enough money. What I say to them every single time is, there's plenty of money in this world, there's plenty of money in this country. It's just in the wrong hands. Democrats have to fix that. (APPLAUSE)",Candidate,male,1,1,69,,This Democratic Party;,New York;,Democrats;,,,0.041450216450216446
70,John Delaney,,"I think we have to do real things to help American workers and the American people. Right? This is the issue that all of us hear on the campaign trail. We need to make sure everyone has a living wage. And I've called for a doubling of the earned income tax credit, raising the minimum wage, and creating paid family leave. That will create a situation where people actually have a living wage. That gets right to workers.",Candidate,male,1,1,71,,,,American;American;,,,0.18163265306122447
71,John Delaney,,"Then we've got to fix our public education system. It's not delivering the results our kids needs, nor is college and post high school career and technical training programs doing that.",Candidate,male,1,1,72,,,,,,,0.05333333333333334
72,John Delaney,,"You know, I'm very different than everyone else here on the stage. Prior to being in Congress, I was an entrepreneur. I started two businesses. I created thousands of jobs. I spent my whole career helping small- to mid-sized businesses all over the country, 5,000 of them I supported. The Obama administration gave me an award for lending to disadvantaged communities.",Candidate,male,1,1,73,Obama;,Congress;,,,,,-0.03
73,John Delaney,,"I know how to create jobs. We need a short-term strategy which is to put money in the pockets of workers with the earned income tax credit, raising the minimum wage, and creating family leave, and then we need to have a long-term strategy to make sure this country is competitive and we're creating jobs everywhere in this country.",Candidate,male,1,1,74,,,,,,,0.5
75,Jay Inslee,,"Well, I'm a little bit surprised. I think plans are great, but I'm a governor. And we've got to realize the people who brought us the weekend, unions, need - are going to bring us a long overdue raise in America.",Candidate,male,1,1,76,,unions;,America;,,,,0.165625
77,Jay Inslee,,"And I'm proud of standing up for unions. I've got a plan to reinvigorate collective bargaining so we can increase wages finally. I marched with the SEIU folks. It is not right that the CEO of McDonald's makes 2,100 times more than the people slinging hash at McDonald's.",Candidate,male,1,1,78,,McDonald's;McDonald's;SEIU;,,,,,0.2892857142857143
78,Jay Inslee,,"And the next thing I'll do is put people to work in the jobs of the present and the future. Look it, Donald Trump is simply wrong. He says wind turbines cause cancer. We know they cause jobs. And we know that we can put millions of people to work in the clean energy jobs of the future.",Candidate,male,1,1,79,Donald Trump;,,,,,,-0.022222222222222216
79,Jay Inslee,,"Carpenters, IBEW members, machinists, we're doing it in my state today. And then we can do what America always does: lead the world and invent the future and put people to work. That's what we're going to do . . .",Candidate,male,1,1,80,,IBEW;,America;,machinists;,,,0.0
82,Tim Ryan,,"Yes, I believe you can, but, first, let's say the president came, he said don't sell your house to people in Youngstown, Ohio. And then his administration just in the last two years, we lost $4,000 - 4,000 jobs at a General Motors facility. That rippled throughout our community. General Motors got a tax cut. General Motors got a bailout. And then they have the audacity to move a new car that they're going to produce to Mexico.",Candidate,male,1,1,83,,General Motors;General Motors;General Motors;,Mexico;Ohio;Youngstown;,,,,0.08939393939393941
83,Tim Ryan,,"I've had family members that have to unbolt a machine from the factory floor, put it in a box, and ship it to China. My area where I come from in northeast Ohio, this issue we're talking about here, it's been going on 40 years. This is not a new phenomenon in the United States of America.",Candidate,male,1,1,84,,,the United States of America;Ohio;China;,,,,-0.06818181818181818
84,Tim Ryan,,"The bottom 60 percent haven't seen a raise since 1980. Meanwhile, the top 1 percent control 90 percent of the wealth. We need an industrial policy saying we're going to dominate building electric vehicles, there's going to be 30 million made in the next 10 years. I want half of them made in the United States. I want to dominate the solar industry . . .",Candidate,male,1,1,85,,,the United States;,,,,0.11111111111111112
86,Tim Ryan,,. . . and manufacture those here in the United States.,Candidate,male,1,1,87,,,the United States;,,,,0.0
88,Elizabeth Warren,,"So we've had an industrial policy in the United States for decades now, and it's basically been let giant corporations do whatever they want to do. Giant corporations have exactly one loyalty, and that is to profits. And if they can save a nickel by moving a job to Mexico or to Asia or to Canada, they're going to do it.",Candidate,female,1,1,89,,,Canada;Mexico;the United States;,,,Asia;,0.08333333333333333
89,Elizabeth Warren,,"So here's what I propose for an industrial policy. Start with a place where there's a real need. There's going to be a worldwide need for green technology, ways to clean up the air, ways to clean up the water. And we can be the ones to provide that. We need to go tenfold in our research and development on green energy going forward.",Candidate,female,1,1,90,,,,,,,0.10666666666666669
91,Elizabeth Warren,,"And then we need to say any corporation can come and use that research. They can make all kinds of products from it, but they have to be manufactured right here in the United States of America.",Candidate,female,1,1,92,,,the United States of America;,,,,0.2857142857142857
92,Elizabeth Warren,,"And then we have to double down and sell it around the world. There's a $23 trillion market coming for green products. We should be the leaders and the owners, and we should have that 1.2 million manufacturing jobs here in America.",Candidate,female,1,1,93,,,America;,,,,-0.11851851851851854
94,Elizabeth Warren,,We can do this.,Candidate,female,1,1,95,,,,,,,0.0
98,Amy Klobuchar,,"Well, I think it's a bold approach. It's something that Barack Obama wanted to do when we were working on the Affordable Care Act. And that is a public option.",Candidate,female,1,1,99,Barack Obama;,,,,the Affordable Care Act;,,0.16666666666666666
99,Amy Klobuchar,,"I am just simply concerned about kicking half of America off of their health insurance in four years, which is exactly what this bill says. So let me go on beyond that.",Candidate,female,1,1,100,,,America;,,,,0.02777777777777778
100,Amy Klobuchar,,"There is a much bigger issue in addition to that, and that is pharmaceuticals. The president literally went on TV, on Fox, and said that people's heads would spin when they see how much he would bring down pharmaceutical prices. Instead, 2,500 drugs have gone up in double-digits since he came into office. Instead, he gave $100 billion in giveaways to the pharma companies.",Candidate,female,1,1,101,,Fox;,,,,,0.014814814814814808
101,Amy Klobuchar,,"For the rest of us, for the rest of America, that's what we call at home all foam and no beer. We got nothing out of it.",Candidate,female,1,1,102,,,America;,,,,0.0
103,Amy Klobuchar,,"And so my proposal is to do something about pharma, to take them on, to allow negotiation under Medicare, to bring in less expensive drugs from other countries. And pharma thinks they own Washington? Well, they don't own me.",Candidate,female,1,1,104,,Medicare;,Washington;,,,,0.08166666666666667
107,Elizabeth Warren,,"So, yes. I'm with Bernie on Medicare for all. And let me tell you why.",Candidate,female,1,1,108,Bernie;,Medicare;,,,,,0.0
108,Elizabeth Warren,,"I spent a big chunk of my life studying why families go broke. And one of the number-one reasons is the cost of health care, medical bills. And that's not just for people who don't have insurance. It's for people who have insurance.",Candidate,female,1,1,109,,,,,,,-0.03333333333333333
109,Elizabeth Warren,,"Look at the business model of an insurance company. It's to bring in as many dollars as they can in premiums and to pay out as few dollars as possible for your health care. That leaves families with rising premiums, rising copays, and fighting with insurance companies to try to get the health care that their doctors say that they and their children need. Medicare for all solves that problem.",Candidate,female,1,1,110,,Medicare;,,,,,0.09999999999999999
110,Elizabeth Warren,,"And I understand. There are a lot of politicians who say, oh, it's just not possible, we just can't do it, have a lot of political reasons for this. What they're really telling you is they just won't fight for it. Well, health care is a basic human right, and I will fight for basic human rights...",Candidate,female,1,1,111,,,,,,,0.060714285714285714
114,Beto O'Rourke,,"My goal is to ensure that every American is well enough to live to their full potential because they have health care. In Laredo, Texas, I met a young man, 27 years old, told me that he'd been to a doctor once in his life. And on that visit, he was told he had diabetes, he was told he had glaucoma, and he was told untreated -- because he doesn't have health care -- he'll be dead before the age of 40.",Candidate,male,1,1,115,,,Texas;Laredo;,American;,,,0.060795454545454534
115,Beto O'Rourke,,"So getting to guaranteed, high-quality, universal health care as quickly and surely as possible has to be our goal. The ability to afford your prescriptions and go to a primary care provider, to be -- the ability to see a mental health care provider. In Texas, the single largest provider of mental health care services is the county jail system today.",Candidate,male,1,1,116,,,Texas;,,,,0.04523809523809526
116,Beto O'Rourke,,And health care also has to mean that every woman can make her own decisions about her own body and has access to the care that makes that possible.,Candidate,male,1,1,117,,,,,,,0.221875
118,Beto O'Rourke,,"Our plan says that if you're uninsured, we enroll you in Medicare. If you're insufficiently insured, you can't afford your premiums, we enroll you in Medicare. But if you're a member of a union that negotiated for a health care plan that you like because it works for you and your family, you're able to keep it.",Candidate,male,1,1,119,,Medicare;Medicare;,,,,,0.5
120,Beto O'Rourke,,We preserve choice by making sure everybody has care.,Candidate,male,1,1,121,,,,,,,0.5
122,Beto O'Rourke,,No. I think the choice is fundamental to our ability to get everybody cared for...,Candidate,male,1,1,123,,,,,,,0.0
123,Bill de Blasio,,"Wait, wait, wait. Congressman O'Rourke, Congressman O'Rourke, private insurance is not working for tens of millions of Americans when you talk about the co-pays, the deductibles, the premiums, the out of pocket expenses. It's not working. How can you defend a system that's not working?",Candidate,male,1,1,124,O'Rourke;O'Rourke;,,,Americans;,,,0.0
124,Beto O'Rourke,,"That's right. So for those for whom it's not working, they can choose Medicare. For the...",Candidate,male,1,1,125,,Medicare;,,,,,0.2857142857142857
126,Bill de Blasio,,Congressman...,Candidate,male,1,1,127,,,,,,,0.0
127,Beto O'Rourke,,... who I listen to...,Candidate,male,1,1,128,,,,,,,0.0
128,Bill de Blasio,,... you've got to start by acknowledging the system is not working for people.,Candidate,male,1,1,129,,,,,,,0.0
129,Beto O'Rourke,,... they're able to keep them.,Candidate,male,1,1,130,,,,,,,0.5
130,Bill de Blasio,,Why are you defending private insurance to begin with?,Candidate,male,1,1,131,,,,,,,0.0
131,John Delaney,,"... 100 million Americans say they like their private health insurance, by the way. It should be noted that 100 million Americans -- I mean, I think we should be the party that keeps what's working and fixes what's broken.",Candidate,male,1,1,132,,,,Americans;Americans;,,,-0.23750000000000002
133,John Delaney,,"I mean, doesn't that make sense? I mean, we should give everyone in this country health care as a basic human right for free, full stop. But we should also give them the option to buy private insurance. Why do we have to stand for taking away something from people?",Candidate,male,1,1,134,,,,,,,0.05133928571428571
134,John Delaney,,"And also it's bad policy. If you go to every hospital in this country and you ask them one question, which is how would it have been for you last year if every one of your bills were paid at the Medicare rate? Every single hospital administrator said they would close.",Candidate,male,1,1,135,,Medicare;,,,,,-0.25714285714285706
135,John Delaney,,"And the Medicare for all bill requires payments to stay at current Medicare rates. So to some extent, we're supporting a bill that will have every hospital closing. I mean, my dad was a union electrician, right?",Candidate,male,1,1,136,,Medicare;Medicare;,,,,,0.055803571428571425
136,John Delaney,,"I actually grew up in a working-class family. He loved the health care that the IBEW gave him. And I just always think about my dad in anything I would do from a policy perspective. He'd look at me and he'd say, good job, John, for getting health care for every American. But why are you taking my health care away?",Candidate,male,1,1,137,John;,IBEW;,,American;,,,0.35
138,Tulsi Gabbard,,"I think we're talking about this in the wrong way. You're talking about one bill over another bill. Really, what we're talking about is our objective, making sure that every single sick American in this country is able to get the health care that they need.",Candidate,female,1,1,139,,,,American;,,,-0.010714285714285718
139,Tulsi Gabbard,,"I believe Medicare for all is the way to do that. I also think that employers will recognize how much money will be saved by supporting a Medicare for all program, a program that will reduce the administrative costs, reduce the bureaucratic costs, and make sure that everyone gets that quality health care that they need.",Candidate,female,1,1,140,,Medicare;Medicare;,,,,,0.31666666666666665
140,Tulsi Gabbard,,I also think that...,Candidate,female,1,1,141,,,,,,,0.0
142,Tulsi Gabbard,,"... if you -- if you look at other countries in the world who have universal health care, every one of them has some form of a role of private insurance, so I think that's what we've got to look at, taking the best of these ideas, but making sure unequivocally that no sick American goes without getting the care that they need, regardless of how much or little money they have in their pocket.",Candidate,female,1,1,143,,,,American;,,,0.19308035714285715
147,Cory Booker,,"I absolutely will. First of all, we're talking about this as a health care issue, but in communities like mine, low-income communities, it's an education issue, because kids who don't have health care are not going to succeed in school. It is an issue for jobs and employment, because people who do not have good health care do not succeed at work. It's even a retirement issue, because in my community, African-Americans have a lower life expectancy because of poorer health care.",Candidate,male,1,1,148,,,,African-Americans;,,,0.3833333333333333
148,Cory Booker,,"And so where I stand is very clear. Health care -- it's not just a human right, it should be an American right. And I believe the best way to get there is Medicare for all.",Candidate,male,1,1,149,,Medicare;,,American;,,,0.2835714285714286
149,Cory Booker,,"But I have an urgency about this. When I am president of the United States, I'm not going to wait. We have to do the things immediately that are going to provide better care. And on this debate, I'm sorry. There are too many people profiteering off of the pain of people in America, from pharmaceutical companies to insurers.",Candidate,male,1,1,150,,,America;the United States;,,,,0.16666666666666666
150,Cory Booker,,"Literally, the overhead for insurance that they charge is 15 percent, while Medicare's overhead is only at 2 percent. We can do this better. And every single day, I will be fighting to give people more access and more affordable costs until we get to my goal...",Candidate,male,1,1,151,,Medicare;,,,,,0.2857142857142857
152,Cory Booker,,... which is every American having health care.,Candidate,male,1,1,153,,,,American;,,,0.0
158,Elizabeth Warren,,"... point, though, and that is that the insurance companies last year alone sucked $23 billion in profits out of the health care system, $23 billion. And that doesn't count the money that was paid to executives, the money that was spent lobbying Washington.",Candidate,female,1,1,159,,,Washington;,,,,-0.05
159,Elizabeth Warren,,"We have a giant industry that wants our health care system to stay the way it is, because it's not working for families, but it's sure as heck working for them.",Candidate,female,1,1,160,,,,,,,0.2333333333333333
161,Elizabeth Warren,,It's time for us to make families come first.,Candidate,female,1,1,162,,,,,,,0.25
162,Jay Inslee,,It should not be an option in the United States of America for any insurance company to deny a woman coverage for their exercise of their right of choice.,Candidate,male,1,1,163,,,the United States of America;,,,,0.2857142857142857
164,Jay Inslee,,"And I am the only candidate here who has passed a law protecting a woman's right of reproductive health in health insurance, and I'm the only candidate who has passed a public option. And I respect everybody's goals and plans here, but we do have one candidate that's actually advanced the ball. And we've got to have access for everyone. I've done it as a public option.",Candidate,male,1,1,165,,,,,,,0.11428571428571428
171,Amy Klobuchar,,"I just want to say, there's three women up here that have fought pretty hard for a woman's right to choose. I'll start with that.",Candidate,female,1,1,172,,,,,,,0.08134920634920634
173,Amy Klobuchar,,"And then I just want to make very clear, I think we share the goal of universal health care. And the idea I put out there, the public option, which the governor was just talking about, this idea is that you use Medicare or Medicaid without any insurance companies involved, you can do it either way. And the estimates are 13 million people would see a reduction in their premiums, 12 more million people would get covered.",Candidate,female,1,1,174,,Medicaid;Medicare;,,,,,0.1575
174,Amy Klobuchar,,So I think it is a beginning and the way you start and the way you move to universal health care.,Candidate,female,1,1,175,,,,,,,0.0
177,Julian Castro,,"Yes, it would. I don't believe only in reproductive freedom, I believe in reproductive justice.",Candidate,male,1,1,178,,,,,,,0.0
179,Julian Castro,,"And, you know, what that means is that just because a woman -- or let's also not forget someone in the trans community, a trans female, is poor, doesn't mean they shouldn't have the right to exercise that right to choose. And so I absolutely would cover the right to have an abortion.",Candidate,male,1,1,180,,,,,,,0.049234693877551014
180,Julian Castro,,"More than that, everybody in this crowd and watching at home knows that in our country today, a person's right to choose is under assault in places like Missouri, in Alabama, in Georgia. I would appoint judges to the federal bench that understand the precedent of Roe v. Wade and will respect it...",Candidate,male,1,1,181,,,Georgia;Alabama;Missouri;,,Roe v. Wade;,,0.39285714285714285
182,Julian Castro,,"... and in addition to that, make sure that we fight hard as we transition our health care system to one where everybody can get and exercise that right.",Candidate,male,1,1,183,,,,,,,0.16468253968253968
184,Elizabeth Warren,,"I would make certain that every woman has access to the full range of reproductive health care services, and that includes birth control, it includes abortion, it includes everything for a woman.",Candidate,female,1,1,185,,,,,,,0.28214285714285714
186,Elizabeth Warren,,"And I want to add on that. It's not enough for us to expect the courts to protect us. Forty-seven years ago, Roe v. Wade was decided, and we've all looked to the courts all that time, as state after state has undermined Roe, has put in exceptions, has come right up to the edge of taking away protections...",Candidate,female,1,1,187,,,,,Roe;Roe v. Wade;,,0.14285714285714285
188,Elizabeth Warren,,We now have an America where most people support Roe v. Wade. We need to make that a federal law.,Candidate,female,1,1,189,,,America;,,Roe v. Wade;,,0.5
191,Cory Booker,,"They should absolutely be held criminally liable, because they are liable and responsible. This is one of the reasons why well before I was running for president I said I would not take contributions from pharma companies, not take contributions from corporate PACs, or pharma executives, because they are part of this problem.",Candidate,male,1,1,192,,,,,,,0.04
192,Cory Booker,,"And this opioid addiction in our country, we in cities like mine have been seeing how we've tried to arrest our way out of addiction for too long. It is time that we have a national urgency to deal with this problem and make the solutions that are working to actually be the law of our land and make the pharmaceutical companies that are responsible help to pay for that.",Candidate,male,1,1,193,,,,,,,0.025
194,Beto O'Rourke,,"Tonight in this country, you have 2.3 million of our fellow Americans behind bars. It's the largest prison population on the face of the planet. Many are there for nonviolent drug crimes, including possession of marijuana, at a time that more than half the states have legalized it or decriminalized it.",Candidate,male,1,1,195,,,,Americans;,,,0.16666666666666669
195,Beto O'Rourke,,"And yet despite what Purdue Pharma has done, their connection to the opioid crisis and the overdose deaths that we're seeing throughout this country, they've been able to act with complete impunity and pay no consequences, not a single night in jail.",Candidate,male,1,1,196,,Purdue Pharma;,,,,,0.13392857142857142
196,Beto O'Rourke,,"Unless there's accountability and justice, this crisis will continue. In my administration, we will hold them to account. We will make sure that they pay a price, and we will help those who've been victims of this malfeasance in this country get them treatment and long-term care.",Candidate,male,1,1,197,,,,,,,0.5
204,Julian Castro,,"Thank you very much, Jose. I'm very proud that in April I became the first candidate to put forward a comprehensive immigration plan. And we saw those images...",Candidate,male,1,1,205,,,Jose;,,,,0.5033333333333333
206,Julian Castro,,"... watching that image of Oscar and his daughter, Valeria, is heartbreaking. It should also piss us all off.",Candidate,male,1,1,207,Valeria;Oscar;,,,,,,0.0
208,Julian Castro,,"If I were president today -- and it should spur us to action. If I were president today, I would sign an executive order that would get rid of Trump's zero-tolerance policy, the remain in Mexico policy, and the metering policy -- this metering policy is basically what prompted Oscar and Valeria to make that risky swim across the river. They had been playing games with people who are coming and trying to seek asylum at our ports of entry. Oscar and Valeria went to a port of entry, and then they were denied the ability to make an asylum claim, so they got frustrated and they tried to cross the river, and they died because of that.",Candidate,male,1,1,209,Valeria;Oscar;Valeria;Oscar;,Trump;,Mexico;,,,,-0.19999999999999998
211,Julian Castro,,"On day one, I would do that executive order that would address metering. And then I would follow that up in my first 100 days with immigration reform that would honor asylum claims, that would put undocumented immigrants, as long as they haven't committed a serious crime, on a pathway to citizenship.",Candidate,male,1,1,212,,,,,,,-0.04444444444444443
212,Julian Castro,,"And then we'd get to the root cause of the issue, which is we need a Marshall Plan for Honduras and Guatemala and El Salvador so that people can find safety and opportunity at home instead of coming to the United States to seek it.",Candidate,male,1,1,213,,,the United States;El Salvador;Guatemala;Honduras;,,a Marshall Plan;,,0.0
215,Cory Booker,,"Yes. (SPEAKING IN SPANISH) On day one, I will make sure that, number one, we end the ICE policies and the Customs and Border Policies that are violating the human rights. When people come to this country, they do not leave their human rights at the border.",Candidate,male,1,1,216,,the Customs and Border Policies;,,,,,0.125
216,Cory Booker,,Number two...,Candidate,male,1,1,217,,,,,,,0.0
218,Cory Booker,,".... I will make sure that we reinstate DACA, that we reinstate pathways to citizenship for DACA recipients, and to make sure that people that are here on temporary protective status can stay and remain here.",Candidate,male,1,1,219,DACA;DACA;,,,,,,0.5
219,Cory Booker,,"And then, finally, we need to make sure that we address the issues that made Oscar and Valeria come in the first place, by making major investments in the Northern Triangle, not like this president is doing, by ripping away the resources we need to actually solve this problem. We cannot surrender our values and think that we're going to get border security. We actually will lose security and our values. We must fight for both.",Candidate,male,1,1,220,Valeria;Oscar;,,,,,the Northern Triangle;,0.13541666666666666
222,Julian Castro,,"... if I might -- if I might, very briefly, and this is an important point. You know, my plan -- and I'm glad to see that Senator Booker, Senator Warren, and Governor Inslee agree with me on this. My plan also includes getting rid of Section 1325 of the Immigration and Nationality Act, to go back to the way we used to treat this when somebody comes across the border, not to criminalize desperation, to treat that as a civil violation.",Candidate,male,1,1,223,Inslee;Warren;Booker;,,,,Section 1325 of the Immigration and Nationality Act;,,0.225
